Key,Dist,District ID,District Name,School ID,School Name,Enrollment,Total School Per Pupil Expenditures,Total Expenditures Per School,Local Percentage,Federal Percentage,State Percentage,Year,,
941 0022,941,941,Franklin SSD,22,Freedom Middle School,587,*,*,,,,2020,,
061 0021,61,61,Cleveland,21,D.P. Yates Primary,275,*,*,,,,2020,,
231 0021,231,231,Dyersburg,21,Dyersburg Middle School,555,*,*,,,,2020,,
330 0021,330,330,Hamilton County,21,Brainerd High School,651,*,*,,,,2020,,
360 0021,360,360,Hardin County,21,Northside Elementary,551,*,*,,,,2020,,
560 0021,560,560,Macon County,21,Macon County High School,850,*,*,,,,2020,,
570 0021,570,570,Madison County,21,Denmark Elementary,420,*,*,,,,2020,,
580 0021,580,580,Marion County,21,Jasper Elementary School,666,*,*,,,,2020,,
750 0021,750,750,Rutherford County,21,Whitworth-Buchanan Middle School,831,*,*,,,,2020,,
941 0021,941,941,Franklin SSD,21,Freedom Intermediate,569,*,*,,,,2020,,
010 0020,10,10,Anderson County,20,Clinton Middle School,631,*,*,,,,2020,,
020 0020,20,20,Bedford County,20,Shelbyville Central High School,1486,*,*,,,,2020,,
030 0020,30,30,Benton County,20,Camden Elementary,449,*,*,,,,2020,,
052 0020,52,52,Maryville,20,Maryville Junior High School,856,*,*,,,,2020,,
060 0020,60,60,Bradley County,20,Bradley Central High School,1699,*,*,,,,2020,,
061 0020,61,61,Cleveland,20,Cleveland High,1732,*,*,,,,2020,,
080 0020,80,80,Cannon County,20,East Side Elementary,135,*,*,,,,2020,,
097 0020,97,97,West Carroll Sp Dist,20,West Carroll Primary,239,*,*,,,,2020,,
101 0020,101,101,Elizabethton,20,Harold McCormick Elementary,317,*,*,,,,2020,,
110 0020,110,110,Cheatham County,20,Kingston Springs Elementary,343,*,*,,,,2020,,
140 0020,140,140,Clay County,20,Hermitage Springs Elementary School,220,*,*,,,,2020,,
160 0020,160,160,Coffee County,20,Hickerson Elementary,205,*,*,,,,2020,,
162 0020,162,162,Tullahoma,20,East Lincoln Elementary,500,*,*,,,,2020,,
170 0020,170,170,Crockett County,20,Friendship Elementary,123,*,*,,,,2020,,
190 0020,190,190,Metro Nashville Public Schools,20,Antioch High School,1941,*,*,,,,2020,,
200 0020,200,200,Decatur County,20,Decatur County Middle School,458,*,*,,,,2020,,
220 0020,220,220,Dickson County,20,Dickson Elementary,223,*,*,,,,2020,,
230 0020,230,230,Dyer County,20,Fifth Consolidated School,591,*,*,,,,2020,,
271 0020,271,271,Humboldt City Schools,20,Humboldt Junior/Senior High School,442,*,*,,,,2020,,
300 0020,300,300,Greene County,20,Chuckey Elementary,349,*,*,,,,2020,,
301 0020,301,301,Greeneville,20,Greeneville High School,908,*,*,,,,2020,,
310 0020,310,310,Grundy County,20,Grundy Academy,0,*,*,,,,2020,,
320 0020,320,320,Hamblen County,20,Russellville Elementary,612,*,*,,,,2020,,
340 0020,340,340,Hancock County,20,Hancock County Elementary,437,*,*,,,,2020,,
370 0020,370,370,Hawkins County,20,Church Hill Elementary,310,*,*,,,,2020,,
390 0020,390,390,Henderson County,20,Pin Oak Elementary,411,*,*,,,,2020,,
400 0020,400,400,Henry County,20,Henry Elementary,355,*,*,,,,2020,,
401 0020,401,401,Paris,20,Paris Elementary,509,*,*,,,,2020,,
410 0020,410,410,Hickman County,20,Hickman Co Middle School,398,*,*,,,,2020,,
430 0020,430,430,Humphreys County,20,Waverly Central High School,580,*,*,,,,2020,,
450 0020,450,450,Jefferson County,20,Jefferson Co High School,2114,*,*,,,,2020,,
460 0020,460,460,Johnson County,20,Laurel Elementary,66,*,*,,,,2020,,
470 0020,470,470,Knox County,20,Bonny Kate Elementary,387,*,*,,,,2020,,
490 0020,490,490,Lauderdale County,20,Halls Elementary School,631,*,*,,,,2020,,
500 0020,500,500,Lawrence County,20,Ethridge Elementary,467,*,*,,,,2020,,
510 0020,510,510,Lewis County,20,Lewis County Intermediate School,346,*,*,,,,2020,,
521 0020,521,521,Fayetteville,20,Ralph Askins School,587,*,*,,,,2020,,
541 0020,541,541,Athens,20,Ingleside Elementary,382,*,*,,,,2020,,
550 0020,550,550,McNairy County,20,McNairy Central High School,819,*,*,,,,2020,,
560 0020,560,560,Macon County,20,Macon County Junior High School,773,*,*,,,,2020,,
590 0020,590,590,Marshall County,20,Cornersville School,447,*,*,,,,2020,,
620 0020,620,620,Monroe County,20,Madisonville Middle School,521,*,*,,,,2020,,
630 0020,630,630,Montgomery County,20,Montgomery Central Elementary,506,*,*,,,,2020,,
670 0020,670,670,Overton County,20,Hilham Elementary,305,*,*,,,,2020,,
680 0020,680,680,Perry County,20,Lobelville Elementary,215,*,*,,,,2020,,
720 0020,720,720,Rhea County,20,Graysville Elementary School,224,*,*,,,,2020,,
740 0020,740,740,Robertson County,20,Cheatham Park Elementary,295,*,*,,,,2020,,
750 0020,750,750,Rutherford County,20,Christiana Elementary,773,*,*,,,,2020,,
751 0020,751,751,Murfreesboro,20,Hobgood Elementary,714,*,*,,,,2020,,
760 0020,760,760,Scott County,20,Huntsville Elementary,426,*,*,,,,2020,,
770 0020,770,770,Sequatchie County,20,Sequatchie Co High School,690,*,*,,,,2020,,
780 0020,780,780,Sevier County,20,Gatlinburg Pittman High,602,*,*,,,,2020,,
794 0020,794,794,Bartlett,20,Bartlett Elementary School,674,*,*,,,,2020,,
800 0020,800,800,Smith County,20,Forks River Elementary,193,*,*,,,,2020,,
821 0020,821,821,Bristol,20,Fairmount Elementary,454,*,*,,,,2020,,
822 0020,822,822,Kingsport,20,Thomas Jefferson Elementary School,461,*,*,,,,2020,,
840 0020,840,840,Tipton County,20,Drummonds Elementary,713,*,*,,,,2020,,
890 0020,890,890,Warren County,20,Dibrell Elementary,429,*,*,,,,2020,,
900 0020,900,900,Washington County,20,Boones Creek Elementary School,827,*,*,,,,2020,,
901 0020,901,901,Johnson City,20,Woodland Elementary,402,*,*,,,,2020,,
940 0020,940,940,Williamson County,20,College Grove Elementary,628,*,*,,,,2020,,
950 0020,950,950,Wilson County,20,Lakeview Elementary School,580,*,*,,,,2020,,
985 0020,985,985,Achievement School District,20,Whitney Achievement Elementary School,295,*,*,,,,2020,,
110 0019,110,110,Cheatham County,19,Harpeth High School,522,*,*,,,,2020,,
330 0019,330,330,Hamilton County,19,Big Ridge Elementary,487,*,*,,,,2020,,
360 0019,360,360,Hardin County,19,East Hardin Elementary,361,*,*,,,,2020,,
630 0019,630,630,Montgomery County,19,Kenwood High,1286,*,*,,,,2020,,
940 0019,940,940,Williamson County,19,Creekside Elementary School,522,*,*,,,,2020,,
052 0018,52,52,Maryville,18,Montgomery Ridge Intermediate School,860,*,*,,,,2020,,
060 0018,60,60,Bradley County,18,Ocoee Middle School,1195,*,*,,,,2020,,
061 0018,61,61,Cleveland,18,Cleveland Middle,1366,*,*,,,,2020,,
110 0018,110,110,Cheatham County,18,Harpeth Middle School,517,*,*,,,,2020,,
220 0018,220,220,Dickson County,18,Dickson County Adult High School,0,*,*,,,,2020,,
230 0018,230,230,Dyer County,18,Dyer County High School,1145,*,*,,,,2020,,
240 0018,240,240,Fayette County Public Schools,18,East Jr. High School,364,*,*,,,,2020,,
290 0018,290,290,Grainger County,18,Rutledge Elementary School,372,*,*,,,,2020,,
320 0018,320,320,Hamblen County,18,Lincoln Heights Elementary,544,*,*,,,,2020,,
410 0018,410,410,Hickman County,18,East Hickman High School,520,*,*,,,,2020,,
530 0018,530,530,Loudon County,18,Ft Loudoun Middle School,393,*,*,,,,2020,,
590 0018,590,590,Marshall County,18,Cornersville Elementary,436,*,*,,,,2020,,
620 0018,620,620,Monroe County,18,Madisonville Intermediate School,467,*,*,,,,2020,,
630 0018,630,630,Montgomery County,18,Kenwood Middle,1180,*,*,,,,2020,,
751 0018,751,751,Murfreesboro,18,Erma Siegel Elementary,753,*,*,,,,2020,,
901 0018,901,901,Johnson City,18,Lake Ridge Elementary,532,*,*,,,,2020,,
020 0017,20,20,Bedford County,17,Cascade Middle School,412,*,*,,,,2020,,
220 0017,220,220,Dickson County,17,Creek Wood High School,934,*,*,,,,2020,,
330 0017,330,330,Hamilton County,17,Bess T Shepherd Elementary,563,*,*,,,,2020,,
360 0017,360,360,Hardin County,17,Hardin County Middle School,754,*,*,,,,2020,,
370 0017,370,370,Hawkins County,17,Cherokee High School,1119,*,*,,,,2020,,
410 0017,410,410,Hickman County,17,East Hickman Middle School,398,*,*,,,,2020,,
450 0017,450,450,Jefferson County,17,Jefferson Middle School,650,*,*,,,,2020,,
470 0017,470,470,Knox County,17,Bearden High School,2037,*,*,,,,2020,,
630 0017,630,630,Montgomery County,17,Kenwood Elementary,745,*,*,,,,2020,,
710 0017,710,710,Putnam County,17,Baxter Primary,326,*,*,,,,2020,,
750 0017,750,750,Rutherford County,17,Oakland Middle School,1201,*,*,,,,2020,,
810 0017,810,810,Stewart County,17,North Stewart Elementary,409,*,*,,,,2020,,
840 0017,840,840,Tipton County,17,Crestview Elementary,861,*,*,,,,2020,,
940 0017,940,940,Williamson County,17,Centennial High School,1684,*,*,,,,2020,,
080 0016,80,80,Cannon County,16,Cannon County High School,580,*,*,,,,2020,,
330 0016,330,330,Hamilton County,16,Battle Academy For Teaching  Learning,432,*,*,,,,2020,,
410 0016,410,410,Hickman County,16,East Hickman Intermediate School,382,*,*,,,,2020,,
460 0016,460,460,Johnson County,16,Johnson Co Middle School,335,*,*,,,,2020,,
901 0016,901,901,Johnson City,16,Indian Trail Intermediate School,1232,*,*,,,,2020,,
010 0015,10,10,Anderson County,15,Claxton Elementary,450,*,*,,,,2020,,
011 0015,11,11,Clinton,15,South Clinton Elementary,271,*,*,,,,2020,,
012 0015,12,12,Oak Ridge,15,Glenwood Elementary,400,*,*,,,,2020,,
020 0015,20,20,Bedford County,15,Eakin Elementary,691,*,*,,,,2020,,
030 0015,30,30,Benton County,15,Briarwood School,395,*,*,,,,2020,,
052 0015,52,52,Maryville,15,Maryville High School,1196,*,*,,,,2020,,
093 0015,93,93,Huntingdon Special School District,15,Huntingdon Primary,422,*,*,,,,2020,,
094 0015,94,94,McKenzie,15,McKenzie Middle School,373,*,*,,,,2020,,
100 0015,100,100,Carter County,15,Cloudland High School,273,*,*,,,,2020,,
101 0015,101,101,Elizabethton,15,Elizabethton High School,843,*,*,,,,2020,,
110 0015,110,110,Cheatham County,15,East Cheatham Elementary,414,*,*,,,,2020,,
120 0015,120,120,Chester County,15,East Chester Elementary School,515,*,*,,,,2020,,
150 0015,150,150,Cocke County,15,Cocke Co High School,1165,*,*,,,,2020,,
160 0015,160,160,Coffee County,15,East Coffee Elementary,236,*,*,,,,2020,,
161 0015,161,161,Manchester,15,Westwood Middle School,433,*,*,,,,2020,,
162 0015,162,162,Tullahoma,15,East Middle School,436,*,*,,,,2020,,
180 0015,180,180,Cumberland County,15,Crab Orchard Elementary,451,*,*,,,,2020,,
190 0015,190,190,Metro Nashville Public Schools,15,Andrew Jackson Elementary,502,*,*,,,,2020,,
220 0015,220,220,Dickson County,15,Charlotte Middle School,457,*,*,,,,2020,,
230 0015,230,230,Dyer County,15,Northview Middle School,442,*,*,,,,2020,,
231 0015,231,231,Dyersburg,15,Dyersburg High School,682,*,*,,,,2020,,
260 0015,260,260,Franklin County,15,Broadview Elementary,246,*,*,,,,2020,,
272 0015,272,272,Milan,15,Milan Middle School,554,*,*,,,,2020,,
273 0015,273,273,Trenton,15,Trenton Elementary,565,*,*,,,,2020,,
275 0015,275,275,Gibson Co Sp Dist,15,Dyer Elementary,444,*,*,,,,2020,,
290 0015,290,290,Grainger County,15,Rutledge Primary,178,*,*,,,,2020,,
301 0015,301,301,Greeneville,15,Eastview Elementary,353,*,*,,,,2020,,
310 0015,310,310,Grundy County,15,Coalmont Elementary,228,*,*,,,,2020,,
320 0015,320,320,Hamblen County,15,Manley Elementary,619,*,*,,,,2020,,
350 0015,350,350,Hardeman County Schools,15,Central High School,684,*,*,,,,2020,,
360 0015,360,360,Hardin County,15,Hardin County High School,1019,*,*,,,,2020,,
370 0015,370,370,Hawkins County,15,Carter's Valley Elementary,256,*,*,,,,2020,,
390 0015,390,390,Henderson County,15,Lexington High School,878,*,*,,,,2020,,
400 0015,400,400,Henry County,15,E. W. Grove School,375,*,*,,,,2020,,
401 0015,401,401,Paris,15,W G Rhea Elementary,567,*,*,,,,2020,,
410 0015,410,410,Hickman County,15,East Hickman Elementary,490,*,*,,,,2020,,
420 0015,420,420,Houston County,15,Tennessee Ridge Elementary,223,*,*,,,,2020,,
430 0015,430,430,Humphreys County,15,Mc Ewen High School,295,*,*,,,,2020,,
450 0015,450,450,Jefferson County,15,Jefferson Elementary,454,*,*,,,,2020,,
460 0015,460,460,Johnson County,15,Johnson Co High School,610,*,*,,,,2020,,
470 0015,470,470,Knox County,15,Blue Grass Elementary,564,*,*,,,,2020,,
480 0015,480,480,Lake County,15,Margaret Newton Elementary,196,*,*,,,,2020,,
500 0015,500,500,Lawrence County,15,David Crockett Elementary,507,*,*,,,,2020,,
530 0015,530,530,Loudon County,15,Eaton Elementary,738,*,*,,,,2020,,
540 0015,540,540,McMinn County,15,Central High School,729,*,*,,,,2020,,
550 0015,550,550,McNairy County,15,Bethel Springs Elementary,474,*,*,,,,2020,,
560 0015,560,560,Macon County,15,Fairlane Elementary,532,*,*,,,,2020,,
600 0015,600,600,Maury County,15,Columbia Central High School,1386,*,*,,,,2020,,
610 0015,610,610,Meigs County,15,Meigs North Elementary,408,*,*,,,,2020,,
621 0015,621,621,Sweetwater,15,Sweetwater Jr High School,313,*,*,,,,2020,,
630 0015,630,630,Montgomery County,15,Byrns Darden Elementary,625,*,*,,,,2020,,
640 0015,640,640,Moore County,15,Moore County High School,443,*,*,,,,2020,,
650 0015,650,650,Morgan County,15,Central High School,397,*,*,,,,2020,,
661 0015,661,661,Union City,15,Union City High School,426,*,*,,,,2020,,
680 0015,680,680,Perry County,15,Linden Elementary,292,*,*,,,,2020,,
700 0015,700,700,Polk County,15,Copper Basin High School,310,*,*,,,,2020,,
710 0015,710,710,Putnam County,15,Cornerstone Elementary,378,*,*,,,,2020,,
730 0015,730,730,Roane County,15,Harriman High School,340,*,*,,,,2020,,
740 0015,740,740,Robertson County,15,Crestview Elementary School,791,*,*,,,,2020,,
750 0015,750,750,Rutherford County,15,Central Magnet School,1248,*,*,,,,2020,,
751 0015,751,751,Murfreesboro,15,Cason Lane Academy,703,*,*,,,,2020,,
780 0015,780,780,Sevier County,15,Catons Chapel Elementary,462,*,*,,,,2020,,
800 0015,800,800,Smith County,15,Defeated Elementary,262,*,*,,,,2020,,
810 0015,810,810,Stewart County,15,Dover Elementary,494,*,*,,,,2020,,
822 0015,822,822,Kingsport,15,Andrew Jackson Elementary School,421,*,*,,,,2020,,
830 0015,830,830,Sumner County,15,Robert E Ellis Middle,674,*,*,,,,2020,,
840 0015,840,840,Tipton County,15,Covington High School,743,*,*,,,,2020,,
850 0015,850,850,Trousdale County,15,Jim Satterfield Middle School,328,*,*,,,,2020,,
860 0015,860,860,Unicoi County,15,Love Chapel Elementary,347,*,*,,,,2020,,
901 0015,901,901,Johnson City,15,Fairmont Elementary,522,*,*,,,,2020,,
910 0015,910,910,Wayne County,15,Collinwood Middle School,273,*,*,,,,2020,,
920 0015,920,920,Weakley County,15,Gleason School,459,*,*,,,,2020,,
930 0015,930,930,White County,15,Cassville Elementary,231,*,*,,,,2020,,
950 0015,950,950,Wilson County,15,Springdale Elementary School,661,*,*,,,,2020,,
964 0015,964,964,Tennessee School for the Deaf,15,Tennessee School for the Deaf Nashville,13,*,*,,,,2020,,
985 0015,985,985,Achievement School District,15,Frayser Achievement Elementary,273,*,*,,,,2020,,
110 0014,110,110,Cheatham County,14,Cheatham Middle School,606,*,*,,,,2020,,
140 0014,140,140,Clay County,14,Clay Co Adult High School,0,*,*,,,,2020,,
320 0014,320,320,Hamblen County,14,John Hay Elementary,282,*,*,,,,2020,,
470 0014,470,470,Knox County,14,Bearden Middle School,1368,*,*,,,,2020,,
570 0014,570,570,Madison County,14,Arlington Elementary School,584,*,*,,,,2020,,
730 0014,730,730,Roane County,14,Harriman Middle School,342,*,*,,,,2020,,
840 0014,840,840,Tipton County,14,Covington Integrated Arts Academy,492,*,*,,,,2020,,
020 0013,20,20,Bedford County,13,Cascade High School,515,*,*,,,,2020,,
100 0013,100,100,Carter County,13,Cloudland Elementary School,285,*,*,,,,2020,,
330 0013,330,330,Hamilton County,13,Apison Elementary School,573,*,*,,,,2020,,
420 0013,420,420,Houston County,13,Houston Co High School,404,*,*,,,,2020,,
430 0013,430,430,Humphreys County,13,McEwen Jr. High School,204,*,*,,,,2020,,
450 0013,450,450,Jefferson County,13,Jefferson County Adult High School,0,*,*,,,,2020,,
500 0013,500,500,Lawrence County,13,E O Coffman Middle School,644,*,*,,,,2020,,
650 0013,650,650,Morgan County,13,Central Middle School,286,*,*,,,,2020,,
780 0013,780,780,Sevier County,13,Catlettsburg Elementary School,674,*,*,,,,2020,,
840 0013,840,840,Tipton County,13,Crestview Middle School,519,*,*,,,,2020,,
020 0012,20,20,Bedford County,12,Cascade Elementary,622,*,*,,,,2020,,
051 0012,51,51,Alcoa,12,Alcoa Intermediate School,448,*,*,,,,2020,,
061 0012,61,61,Cleveland,12,Blythe-Bower Elementary,676,*,*,,,,2020,,
140 0012,140,140,Clay County,12,Clay County High School,311,*,*,,,,2020,,
150 0012,150,150,Cocke County,12,Cocke Co Adult High School,0,*,*,,,,2020,,
170 0012,170,170,Crockett County,12,Crockett County Middle School,614,*,*,,,,2020,,
231 0012,231,231,Dyersburg,12,Dyersburg Intermediate School,576,*,*,,,,2020,,
320 0012,320,320,Hamblen County,12,Hillcrest Elementary,588,*,*,,,,2020,,
400 0012,400,400,Henry County,12,Dorothy And Noble Harrelson School,529,*,*,,,,2020,,
420 0012,420,420,Houston County,12,Houston Co Adult High School,0,*,*,,,,2020,,
470 0012,470,470,Knox County,12,Bearden Elementary,345,*,*,,,,2020,,
660 0012,660,660,Obion County,12,Hillcrest Elementary,568,*,*,,,,2020,,
661 0012,661,661,Union City,12,Union City Middle School,486,*,*,,,,2020,,
780 0012,780,780,Sevier County,12,Boyds Creek Elementary School,435,*,*,,,,2020,,
840 0012,840,840,Tipton County,12,Brighton Middle School,909,*,*,,,,2020,,
940 0012,940,940,Williamson County,12,Brentwood High School,1722,*,*,,,,2020,,
320 0011,320,320,Hamblen County,11,Hamblen County Alternative School,48,*,*,,,,2020,,
840 0011,840,840,Tipton County,11,Brighton High School,1208,*,*,,,,2020,,
950 0011,950,950,Wilson County,11,Gladeville Middle School,854,*,*,,,,2020,,
010 0010,10,10,Anderson County,10,Briceville Elementary,123,*,*,,,,2020,,
011 0010,11,11,Clinton,10,North Clinton Elementary,178,*,*,,,,2020,,
030 0010,30,30,Benton County,10,Big Sandy School,257,*,*,,,,2020,,
040 0010,40,40,Bledsoe County,10,Cecil B Rigsby Elementary,180,*,*,,,,2020,,
051 0010,51,51,Alcoa,10,Alcoa High School,675,*,*,,,,2020,,
052 0010,52,52,Maryville,10,John Sevier Elementary,624,*,*,,,,2020,,
060 0010,60,60,Bradley County,10,Black Fox Elementary School,570,*,*,,,,2020,,
061 0010,61,61,Cleveland,10,Arnold Memorial Elementary,293,*,*,,,,2020,,
092 0010,92,92,Hollow Rock - Bruceton,10,Central High School,334,*,*,,,,2020,,
093 0010,93,93,Huntingdon Special School District,10,Huntingdon High School,388,*,*,,,,2020,,
094 0010,94,94,McKenzie,10,McKenzie High School,357,*,*,,,,2020,,
101 0010,101,101,Elizabethton,10,East Side Elementary,459,*,*,,,,2020,,
110 0010,110,110,Cheatham County,10,Cheatham Co Central,630,*,*,,,,2020,,
120 0010,120,120,Chester County,10,Chester County Junior High School,671,*,*,,,,2020,,
150 0010,150,150,Cocke County,10,Centerview Elementary,278,*,*,,,,2020,,
160 0010,160,160,Coffee County,10,Coffee County Middle School,975,*,*,,,,2020,,
161 0010,161,161,Manchester,10,Westwood Elementary,573,*,*,,,,2020,,
180 0010,180,180,Cumberland County,10,Homestead Elementary School,737,*,*,,,,2020,,
190 0010,190,190,Metro Nashville Public Schools,10,Amqui Elementary,462,*,*,,,,2020,,
200 0010,200,200,Decatur County,10,Parsons Elementary,365,*,*,,,,2020,,
210 0010,210,210,DeKalb County,10,De Kalb County Adult High School,0,*,*,,,,2020,,
220 0010,220,220,Dickson County,10,New Directions Academy,36,*,*,,,,2020,,
272 0010,272,272,Milan,10,Milan High School,604,*,*,,,,2020,,
273 0010,273,273,Trenton,10,Trenton Middle School,390,*,*,,,,2020,,
274 0010,274,274,Bradford,10,Bradford Elementary,357,*,*,,,,2020,,
290 0010,290,290,Grainger County,10,Joppa Elementary,461,*,*,,,,2020,,
300 0010,300,300,Greene County,10,Camp Creek Elementary,327,*,*,,,,2020,,
320 0010,320,320,Hamblen County,10,Fairview Marguerite,457,*,*,,,,2020,,
330 0010,330,330,Hamilton County,10,Alpine Crest Elementary,298,*,*,,,,2020,,
350 0010,350,350,Hardeman County Schools,10,Bolivar Middle School,378,*,*,,,,2020,,
370 0010,370,370,Hawkins County,10,Bulls Gap School,376,*,*,,,,2020,,
390 0010,390,390,Henderson County,10,Beaver Elementary,317,*,*,,,,2020,,
391 0010,391,391,Lexington,10,Lexington Middle School,257,*,*,,,,2020,,
401 0010,401,401,Paris,10,W O Inman Middle School,537,*,*,,,,2020,,
420 0010,420,420,Houston County,10,Houston Co Middle School,295,*,*,,,,2020,,
440 0010,440,440,Jackson County,10,Dodson Branch Elementary,261,*,*,,,,2020,,
450 0010,450,450,Jefferson County,10,Dandridge Elementary,564,*,*,,,,2020,,
470 0010,470,470,Knox County,10,Ball Camp Elementary,554,*,*,,,,2020,,
480 0010,480,480,Lake County,10,Lara Kendall Elementary,344,*,*,,,,2020,,
510 0010,510,510,Lewis County,10,Lewis Co High School,506,*,*,,,,2020,,
520 0010,520,520,Lincoln County,10,Blanche School,337,*,*,,,,2020,,
521 0010,521,521,Fayetteville,10,Fayetteville High School,371,*,*,,,,2020,,
531 0010,531,531,Lenoir City,10,Lenoir City Intermediate/Middle School,637,*,*,,,,2020,,
540 0010,540,540,McMinn County,10,Calhoun Elementary,319,*,*,,,,2020,,
541 0010,541,541,Athens,10,City Park Elementary,363,*,*,,,,2020,,
550 0010,550,550,McNairy County,10,Adamsville High School,532,*,*,,,,2020,,
600 0010,600,600,Maury County,10,J. Brown Elementary,353,*,*,,,,2020,,
620 0010,620,620,Monroe County,10,Coker Creek Elementary,85,*,*,,,,2020,,
621 0010,621,621,Sweetwater,10,Sweetwater Elementary,305,*,*,,,,2020,,
630 0010,630,630,Montgomery County,10,Burt Elementary,345,*,*,,,,2020,,
640 0010,640,640,Moore County,10,Lynchburg Elementary,448,*,*,,,,2020,,
650 0010,650,650,Morgan County,10,Central Elementary,513,*,*,,,,2020,,
661 0010,661,661,Union City,10,Union City Elementary School,723,*,*,,,,2020,,
690 0010,690,690,Pickett County,10,Pickett County Elementary,442,*,*,,,,2020,,
700 0010,700,700,Polk County,10,Copper Basin Elementary School,321,*,*,,,,2020,,
720 0010,720,720,Rhea County,10,Frazier Elementary,322,*,*,,,,2020,,
740 0010,740,740,Robertson County,10,Bransford Elementary,154,*,*,,,,2020,,
751 0010,751,751,Murfreesboro,10,Bradley Academy - An Arts Integrated School,400,*,*,,,,2020,,
761 0010,761,761,Oneida,10,Oneida High School,401,*,*,,,,2020,,
770 0010,770,770,Sequatchie County,10,Griffith Elementary,816,*,*,,,,2020,,
792 0010,792,792,Shelby County,10,Barret's Chapel Elementary/Middle,440,*,*,,,,2020,,
810 0010,810,810,Stewart County,10,Stewart County Middle School,495,*,*,,,,2020,,
822 0010,822,822,Kingsport,10,Dobyns - Bennett High School,2316,*,*,,,,2020,,
830 0010,830,830,Sumner County,10,Bethpage Elementary,297,*,*,,,,2020,,
850 0010,850,850,Trousdale County,10,Trousdale Co High School,363,*,*,,,,2020,,
890 0010,890,890,Warren County,10,Centertown Elementary,522,*,*,,,,2020,,
910 0010,910,910,Wayne County,10,Collinwood High School,266,*,*,,,,2020,,
920 0010,920,920,Weakley County,10,Dresden High School,316,*,*,,,,2020,,
930 0010,930,930,White County,10,Bon De Croft Elementary,182,*,*,,,,2020,,
941 0010,941,941,Franklin SSD,10,Franklin Elementary,355,*,*,,,,2020,,
950 0010,950,950,Wilson County,10,Gladeville Elementary,776,*,*,,,,2020,,
964 0010,964,964,Tennessee School for the Deaf,10,Tennessee School for the Deaf Upper School,83,*,*,,,,2020,,
985 0010,985,985,Achievement School District,10,Westside Middle School,316,*,*,,,,2020,,
030 0009,30,30,Benton County,9,Senator Frank P. Lashlee Career and Technical Center,0,*,*,,,,2020,,
090 0009,90,90,Carroll County,9,Carroll County Special Learning Center,0,*,*,,,,2020,,
430 0009,430,430,Humphreys County,9,Mc Ewen Elementary,460,*,*,,,,2020,,
470 0009,470,470,Knox County,9,Austin East High/Magnet,728,*,*,,,,2020,,0.00%
120 0008,120,120,Chester County,8,Chester County High School,836,*,*,,,,2020,,0.00%
180 0008,180,180,Cumberland County,8,Frank P. Brown Elementary,568,*,*,,,,2020,,0.00%
220 0008,220,220,Dickson County,8,Centennial Elementary,567,*,*,,,,2020,,0.00%
290 0008,290,290,Grainger County,8,Grainger High School,908,*,*,,,,2020,,0.00%
301 0008,301,301,Greeneville,8,C Hal Henard Elementary,405,*,*,,,,2020,,0.00%
470 0008,470,470,Knox County,8,Richard Yoakley School,85,*,*,,,,2020,,0.00%
610 0008,610,610,Meigs County,8,Meigs Middle School,403,*,*,,,,2020,,0.00%
710 0008,710,710,Putnam County,8,Algood Middle School,807,*,*,,,,2020,,0.00%
750 0008,750,750,Rutherford County,8,Cedar Grove Elementary,889,*,*,,,,2020,,0.00%
760 0008,760,760,Scott County,8,Fairview Elementary,340,*,*,,,,2020,,0.00%
761 0008,761,761,Oneida,8,Oneida Middle School,271,*,*,,,,2020,,0.00%
795 0008,795,795,Collierville,8,Bailey Station Elementary School,804,*,*,,,,2020,,0.00%
090 0007,90,90,Carroll County,7,Carroll Co Tech Center,0,*,*,,,,2020,,0.00%
220 0007,220,220,Dickson County,7,Charlotte Elementary,585,*,*,,,,2020,,0.00%
280 0007,280,280,Giles County,7,Bridgeforth Middle School,399,*,*,,,,2020,,0.00%
290 0007,290,290,Grainger County,7,Grainger Co Adult High,0,*,*,,,,2020,,0.00%
320 0007,320,320,Hamblen County,7,East Ridge Middle School,567,*,*,,,,2020,,0.00%
410 0007,410,410,Hickman County,7,Centerville Intermediate School,333,*,*,,,,2020,,0.00%
510 0007,510,510,Lewis County,7,Lewis County Elementary,482,*,*,,,,2020,,0.00%
521 0007,521,521,Fayetteville,7,Fayetteville Middle School,444,*,*,,,,2020,,0.00%
542 0007,542,542,Etowah,7,Etowah Elementary,387,*,*,,,,2020,,0.00%
590 0007,590,590,Marshall County,7,Chapel Hill Elementary,548,*,*,,,,2020,,0.00%
660 0007,660,660,Obion County,7,Black Oak Elementary,265,*,*,,,,2020,,0.00%
751 0007,751,751,Murfreesboro,7,Black Fox Elementary,880,*,*,,,,2020,,0.00%
794 0007,794,794,Bartlett,7,Appling Middle School,679,*,*,,,,2020,,0.00%
821 0007,821,821,Bristol,7,Avoca Elementary,472,*,*,,,,2020,,0.00%
830 0007,830,830,Sumner County,7,Beech Sr High School,1529,*,*,,,,2020,,0.00%
840 0007,840,840,Tipton County,7,Brighton Elementary,755,*,*,,,,2020,,0.00%
901 0007,901,901,Johnson City,7,Cherokee Elementary,401,*,*,,,,2020,,0.00%
920 0007,920,920,Weakley County,7,Dresden Middle School,355,*,*,,,,2020,,0.00%
951 0007,951,951,Lebanon,7,Coles Ferry Elementary,707,*,*,,,,2020,,0.00%
