district_name,school_name,zipcode,longitude,latitude,pct_chronically_absent_2020,percent_ca2019,percent_ca_2018,admin,teacher,percent_retained,pool,score_achievement,score_growth,score_absenteeism,students_total_2020,enrollment_2019,enrollment_2018
Shelby County Schools,B. T. Washington High,38126,-90.04359,35.126469,17.8,29.7,22.9,2,39,85.1,HS,1,3.5,1.3,545,483,487
Tullahoma City Schools,Bel Aire Elementary,37388,-86.21484,35.357522,19.8,15,11,1,26,85.2,K8,1.4,2.3,1.4,373,367,348
Dickson County School District,Stuart Burns Elementary,37029,-87.28938,36.047742,5.6,5.9,6.4,2,45,85.2,K8,3.6,2.6,3.9,711,566,591
Dickson County School District,Charlotte Elementary,37036,-87.29179,36.225389,7.2,8.6,11.6,3,46,85.2,K8,2.8,3.5,4,612,549,556
Hawkins County Schools,Surgoinsville Middle School,37873,-82.83526,36.51276,9.4,8.2,7.9,2,23,85.2,K8,2.6,0.9,3,360,340,341
Loudon County Schools,Loudon High School,37774,-84.33069,35.725969,13,15.8,14,3,56,85.2,HS,2.5,3.2,2.4,693,727,741
McMinn County Schools,Calhoun Elementary,37309,-84.74359,35.302952,11.9,8.4,11.5,1,22,85.2,K8,3.2,1.4,3.7,323,311,309
Roane County Schools,Harriman High School,37748,-84.53135,35.930801,17.9,22.7,23.8,2,23,85.2,HS,1.2,2,2.1,378,377,377
Kingsport City Schools,John F. Kennedy Elementary School,37660,-82.55408,36.547133,15.4,11.4,14.2,2,22,85.2,K8,3.6,4,3.7,305,268,259
Union County Schools,Union County High School,37807,-83.82558,36.251265,17.9,22.8,22.6,3,53,85.2,HS,2.4,2,2.4,894,831,823
Williamson County Schools,Brentwood High School,37027,-86.79121,36.007373,6.1,12.9,6.9,5,95,85.2,HS,3.6,0.4,2.6,1763,1781,1730
Cheatham County School District,West Cheatham Elementary,37035,-87.13175,36.388731,11.4,12.5,14.4,1,27,85.3,K8,2.6,0.6,3.7,359,344,356
Tullahoma City Schools,Robert E Lee Elementary,37388,-86.21484,35.357522,8.7,8.2,11,1,30,85.3,K8,2.6,3,4,470,442,435
Dyer County Schools,Northview Middle School,38059,-89.25419,36.114872,7.7,10.5,12,2,29,85.3,K8,2.7,0.5,3.5,456,449,442
Franklin County Schools,South Middle School,37318,-86.00538,35.168862,13,7.3,17.6,2,26,85.3,K8,2,0.3,4,354,356,365
Hamblen County Schools,Morristown East High,37813,-83.27474,36.186008,15.9,12.4,0.5,4,94,85.3,HS,1.8,3.5,3.1,1660,1527,1520
Bradley County Schools,Walker Valley High School,37312,-84.86489,35.219532,10.3,7.7,9.7,4,93,85.4,HS,2.3,2.8,4,1529,1515,1458
Carter County Schools,Happy Valley High School,37643,-82.18843,36.355251,28.7,38.4,44.9,3,33,85.4,HS,2.6,1.8,4,543,509,533
Cocke County School System,Cosby Elementary,37722,-83.24441,35.820011,14.1,14.7,13.9,1,33,85.4,K8,2.4,1.1,2.3,488,460,472
Metro Nashville Public Schools,Glengarry Elementary,37217,-86.66616,36.103408,12.6,9.4,11.3,3,32,85.4,K8,2.3,2.7,3.8,477,347,369
Hamilton County Schools,Bess T Shepherd Elementary,37421,-85.15939,35.028574,6.2,6,4,2,40,85.4,K8,2.2,3.8,3.8,620,535,536
Lawrence County Schools,Ingram Sowell Elementary,38464,-87.37522,35.259613,23.4,24.9,6.7,2,34,85.4,K8,1,0.6,0.1,410,403,427
Loudon County Schools,Loudon Elementary,37774,-84.33069,35.725969,12.6,9.2,9,2,36,85.4,K8,2.1,3.9,2.6,535,458,460
Rutherford County Schools,Blackman High School,37128,-86.4455,35.813319,7.8,8.2,9.7,5,138,85.4,HS,2.3,3.1,3.8,2095,2411,2309
Bristol City Schools,Vance Middle School,37620,-82.16869,36.561341,10.8,7.5,10.6,3,39,85.4,K8,2.6,1,4,631,602,529
Maryville City Schools,Maryville Junior High School,37803,-83.98412,35.693358,5.2,2.7,2.2,3,54,85.5,K8,3.5,3.3,3.5,887,826,790
Clarksville-Montgomery County School System,Northwest High,37042,-87.4056,36.58068,17.9,15.8,18.8,4,74,85.5,HS,2.6,2.1,3.6,1475,1295,1319
Kingsport City Schools,John Sevier Middle School,37660,-82.55408,36.547133,18.6,19.3,25.3,2,52,85.5,K8,2.6,1.4,3.7,837,824,822
Anderson County Schools,Lake City Middle School,37769,-84.14984,36.221786,17,16.4,20.7,1,22,85.7,K8,1.8,4,4,301,292,290
Clay County Schools,Celina K-8,38551,-85.48904,36.547412,5.3,3.4,1.8,2,37,85.7,K8,1.2,1.2,4,570,567,572
Cocke County School System,Northwest Elementary,37821,-83.20116,35.963276,30.6,27.2,23.9,1,32,85.7,K8,0.1,0.3,1.1,536,398,420
Dyer County Schools,Fifth Consolidated School,38024,-89.38613,36.038042,8.7,9.1,4.8,2,39,85.7,K8,4,0.4,1.6,577,546,530
Giles County Schools,Richland Elementary,38472,-87.04478,35.376463,6,8.3,8,2,31,85.7,K8,2.2,0.3,3,519,451,497
Hamilton County Schools,East Ridge Elementary,37412,-85.23748,34.996674,11.4,8.4,12.9,3,74,85.7,K8,2,3.8,4,1051,994,1042
Hickman County Schools,East Hickman Intermediate School,37098,-87.31395,35.882639,11.7,8.1,8.8,2,25,85.7,K8,2,0.3,3.2,412,388,386
Johnson County Schools,Johnson Co Middle School,37683,-81.81906,36.451041,9.6,7.6,9.8,2,21,85.7,K8,2,0.3,3.8,339,332,333
Knox County Schools,Halls Elementary,37938,-83.93785,36.113552,9.5,9.4,11.7,2,51,85.7,K8,3.6,3.6,3.5,755,742,755
Knox County Schools,Halls Middle School,37938,-83.93785,36.113552,16.2,17.6,17.1,4,61,85.7,K8,2.6,2.8,2.8,1137,1056,1079
Marshall County Schools,Marshall Co High School,37091,-86.7792,35.461359,25.1,25.9,25.3,4,52,85.7,HS,2.7,1.9,2.4,908,847,909
Clarksville-Montgomery County School System,Montgomery Central Middle,37052,-87.4039,36.371609,12,10.9,11.8,3,48,85.7,K8,2.3,0.3,2.6,921,852,802
Oneida Special School District,Oneida Middle School,37841,-84.51808,36.49787,9.9,7.5,8.5,1,18,85.7,K8,1.2,0.8,2.4,281,284,286
Shelby County Schools,E.E. Jeter Elementary/Middle,38053,-89.90668,35.347965,6.2,7.6,5.4,2,31,85.7,K8,3.3,1.7,3,414,408,376
Shelby County Schools,Balmoral/Ridgeway Elementary,38119,-89.84892,35.082936,15.5,8.7,3.5,1,23,85.7,K8,2.8,2.6,2.8,363,325,311
Bristol City Schools,Fairmount Elementary,37620,-82.16869,36.561341,7.2,8.1,8.5,2,37,85.7,K8,1.9,2.6,2.9,466,471,494
Tipton County Schools,Crestview Middle School,38019,-89.64201,35.560622,12.1,9.1,13.9,3,30,85.7,K8,1.9,2.1,4,555,526,527
Franklin Special School District,Freedom Middle School,37064,-86.89919,35.893823,6.6,5.2,6.5,3,46,85.7,K8,3.1,0.9,4,618,585,578
Claiborne County Schools,Claiborne High School,37825,-83.65241,36.417235,22.6,22.5,40.2,5,55,85.9,HS,2.6,1.5,3.9,798,742,747
Franklin County Schools,Franklin Co High School,37398,-86.14045,35.192829,20.4,13.8,23.1,5,86,85.9,HS,1,3.3,4,1364,1305,1351
Sullivan County Schools,Sullivan Central High School,37617,-82.37229,36.534729,20.3,22.7,20.8,3,60,85.9,HS,2,1.8,1.4,868,854,850
Cleveland City Schools,Blythe-Bower Elementary,37311,-84.88723,35.146362,18.7,15,11.5,2,47,86,K8,1.4,3.1,2.1,693,539,540
Chester County School System,Chester County Junior High School,38340,-88.66118,35.414454,10.6,14.2,11.8,3,38,86,K8,2.9,2.3,1.5,696,618,638
Cocke County School System,Edgemont Elementary,37821,-83.20116,35.963276,15.9,19.2,14.7,1,37,86,K8,1.1,1.7,1.1,636,544,531
Metro Nashville Public Schools,Hume - Fogg High,37203,-86.78927,36.152607,5.4,8.8,10.6,3,45,86,HS,4,3.8,4,928,903,894
Hardin County Schools,Hardin County Middle School,38372,-88.18946,35.180947,11.3,9.9,15,3,39,86,K8,1.6,3.3,4,784,726,728
Knox County Schools,Ball Camp Elementary,37931,-84.1182,35.976063,8.8,10.9,9.4,2,40,86,K8,3.2,2,2.1,610,535,571
Sequatchie County Schools,Sequatchie Co High School,37327,-85.38755,35.399109,20.5,17.6,19,2,42,86,HS,1.1,2,2.9,725,703,710
Shelby County Schools,Southwind Elementary,38125,-89.80329,35.035466,15.2,13.2,7.5,2,53,86,K8,3,0.6,1,689,717,739
Shelby County Schools,Kingsbury Middle,38122,-89.92315,35.155589,17.1,14.4,10.9,2,40,86,K8,1.1,1,1.3,727,654,609
Sumner County Schools,Guild Elementary,37066,-86.4548,36.388997,11.5,10.2,11.9,2,53,86,K8,2.1,3.8,3.5,795,703,719
Tipton County Schools,Austin Peay Elementary School,38019,-89.64201,35.560622,7.8,4.4,2.5,3,45,86,K8,2.9,1.3,3.9,489,466,473
Franklin Special School District,Franklin Elementary,37064,-86.89919,35.893823,6.8,5.9,6.6,2,35,86,K8,3.6,3.2,3.9,335,296,301
Obion County Schools,South Fulton Middle / High School,38257,-88.87895,36.483302,14,16.6,13.3,2,32,86.1,HS,2.2,0.4,1.7,370,357,363
Kingsport City Schools,Thomas Jefferson Elementary School,37664,-82.51162,36.522968,13,7.2,5.3,3,31,86.1,K8,3.6,2.9,2.9,489,456,448
Cleveland City Schools,Cleveland Middle,37312,-84.86489,35.219532,13.3,12.4,13.3,4,84,86.2,K8,1.8,3.8,3.4,1496,1372,1332
Claiborne County Schools,Powell Valley Elementary,37870,-83.8546,36.45491,23.4,16.9,21.5,2,22,86.2,K8,2,1.8,3.8,358,316,311
Dickson County School District,Centennial Elementary,37055,-87.40831,36.065779,7.3,6.6,9.3,2,49,86.2,K8,4,3.7,3.9,574,625,640
Jackson County Schools,Gainesboro Elementary,38562,-85.65757,36.351803,11.1,7.8,10.6,1,21,86.2,K8,2,0.2,4,333,311,312
Knox County Schools,West High School,37919,-84.00384,35.922881,18.9,23.3,20.9,5,88,86.2,HS,2.7,3.6,1,1597,1449,1384
Polk County Schools,Copper Basin High School,37317,-84.3859,35.008596,16.9,13.3,11.7,1,27,86.2,HS,2.4,3.4,3.2,331,336,340
Shelby County Schools,Germanshire Elementary,38125,-89.80329,35.035466,10.7,7.1,5,2,55,86.2,K8,3,2.2,3,813,789,804
Collierville Municipal School District,Collierville Middle School,38017,-89.67417,35.057224,5.4,5.5,9.2,4,55,86.2,K8,3.2,0.3,3.5,862,890,981
Weakley County Schools,Dresden High School,38225,-88.6869,36.305305,16,11.7,18.3,2,24,86.2,HS,1.8,1.8,4,329,343,347
Weakley County Schools,Martin Middle School,38237,-88.84191,36.353928,9,6.7,8.8,1,24,86.2,K8,3,1.1,4,412,377,392
White County Schools,White Co Middle School,38583,-85.45113,35.943026,8.7,7.7,8.7,3,53,86.2,K8,1.7,0.4,3.4,931,916,900
Lawrence County Schools,Summertown Elementary,38483,-87.33748,35.43506,7.4,7.2,7.2,3,45,86.3,K8,3.2,3.8,2.6,650,611,641
Marshall County Schools,Forrest School,37034,-86.6865,35.639491,18.2,19.3,20.6,3,45,86.3,HS,2.6,1.3,3.1,789,756,749
Roane County Schools,Kingston Elementary,37763,-84.50562,35.839274,6.7,7.9,9.1,2,44,86.3,K8,3,3.2,3.6,769,708,674
Sevier County School System,Sevierville Middle School,37862,-83.59197,35.818653,18.2,22,20.2,3,45,86.3,K8,1.8,1.5,0.8,901,755,727
Shelby County Schools,Macon-Hall Elementary,38016,-89.776835,35.177475,9.5,6.3,4,3,76,86.3,K8,2.9,2.5,3,1282,1155,1153
Oak Ridge City Schools,Jefferson Middle School,37830,-84.27044,35.992691,13.9,10.1,10.1,2,37,86.4,K8,3,3.5,2.3,748,719,690
Bedford County Schools,Cascade Middle School,37183,-86.30889,35.508541,13,11.1,9.3,2,19,86.4,K8,2.4,2.3,2.4,453,411,350
Knox County Schools,Belle Morris Elementary,37917,-83.91859,35.991982,22.7,23.2,20.7,2,44,86.4,K8,1.3,0.5,1.6,500,438,459
Knox County Schools,Cedar Bluff Middle School,37923,-84.07543,35.928997,15.4,14.5,14.7,3,39,86.4,K8,2.3,0.6,2.8,691,628,620
Richard Hardy Memorial School,Richard Hardy Memorial School,37380,-85.72513,35.045886,10.5,5.2,14.2,1,17,86.4,K8,2,3,4,302,253,260
Putnam County School System,Cookeville High School,38501,-85.52054,36.1832,21.2,18.5,15.9,8,116,86.4,HS,2.9,3.4,1.8,2376,2329,2208
Murfreesboro City Schools,Northfield Elementary,37129,-86.42425,35.896645,7.9,6.6,7.9,2,49,86.4,K8,2.6,0.5,3.5,710,629,599
Sevier County School System,Sevierville Intermediate,37862,-83.59197,35.818653,15.2,12.8,13.6,2,50,86.4,K8,2.1,1.6,3.1,785,698,751
Shelby County Schools,Shelby Oaks Elementary,38134,-89.86559,35.193046,12.9,10.5,6.2,2,59,86.4,K8,1.2,2.8,2.3,898,833,886
Sumner County Schools,North Sumner Elementary,37022,-86.3,36.501049,14,18.9,13.5,1,18,86.4,K8,3,2.8,0.8,250,213,224
Decatur County Schools,Riverside High School,38329,-88.12345,35.546839,19.1,21.3,23,2,34,86.5,HS,3,2.6,3.1,523,512,525
Moore County Schools,Moore County High School,37352,-86.35264,35.276795,14.7,16.3,15,3,31,86.5,HS,2.4,2.4,2.4,463,439,445
Bartlett Municipal School District,Ellendale Elementary,38135,-89.85214,35.232085,6.2,5.4,9,2,35,86.5,K8,3.6,1.4,4,544,509,478
Johnson City Schools,Lake Ridge Elementary,37601,-82.3386,36.331006,5.3,3.9,5.1,1,36,86.5,K8,3.6,3.5,3.3,564,527,522
McMinn County Schools,McMinn High School,37303,-84.61975,35.441378,16.1,15.7,15.2,5,86,86.6,HS,2.7,0,2.4,1613,1516,1556
Sevier County School System,Pigeon Forge Primary,37876,-83.48694,35.860157,22.5,18.2,16.3,3,60,86.6,K8,0.9,1.4,1.5,803,693,701
Williamson County Schools,Independence High School,37179,-86.90734,35.79867,7.1,9.2,8.4,5,108,86.6,HS,3.6,3.6,3.6,1928,1847,1748
Chester County School System,Chester County Middle School,38340,-88.66118,35.414454,6.5,8.9,7.9,2,25,86.7,K8,3.9,3.7,3.1,417,412,448
Cocke County School System,Smoky Mountain Elementary,37722,-83.24441,35.820011,10.9,13.5,19.6,1,12,86.7,K8,2.6,3,4,169,136,148
Hamilton County Schools,Hixson Elementary,37343,-85.21158,35.167987,7.9,7.8,5.7,2,38,86.7,K8,2.8,3.5,3.1,472,436,426
Hawkins County Schools,Church Hill Middle School,37642,-82.71292,36.534489,12.7,12.6,9.7,2,23,86.7,K8,3,0.3,2.2,436,411,402
Humphreys County School System,Waverly Central High School,37185,-87.81626,36.085376,16.1,15.9,16.7,3,35,86.7,HS,3.6,3.2,2.5,605,557,535
Knox County Schools,Powell Elementary,37849,-84.04192,36.044507,13.9,12.5,12.3,2,56,86.7,K8,2.3,1.7,2.5,908,842,866
Lauderdale County Schools,Ripley High School,38063,-89.86859,35.637993,20.2,15.2,20.5,4,53,86.7,HS,2,0.5,4,800,799,843
Lawrence County Schools,New Prospect Elementary,38464,-87.37522,35.259613,6.5,10.6,4.4,2,25,86.7,K8,3.6,2,1.4,418,390,403
Lincoln County Department of Education,Blanche School,38488,-86.69047,35.045279,12.3,12,8.2,2,24,86.7,K8,3,2.8,2.4,338,329,311
Fayetteville City Schools,Fayetteville High School,37334,-86.57433,35.136177,12.5,14.8,13.4,3,25,86.7,HS,1.2,0.3,2.8,413,349,359
Shelby County Schools,Northaven Elementary,38127,-90.00646,35.223796,27.9,30.3,14.7,1,25,86.7,K8,1.8,2.6,0,388,318,300
Stewart County Schools,Stewart Co High School,37058,-87.85877,36.477136,9.3,9.1,14,2,42,86.7,HS,2,0,4,694,667,675
Sumner County Schools,Portland East Middle School,37148,-86.51355,36.576137,16.4,9.6,12.2,2,25,86.7,K8,2.6,0.4,3.7,473,399,359
Johnson County Schools,Johnson Co High School,37683,-81.81906,36.451041,11,7.8,11.5,3,45,86.8,HS,1.8,1.4,3.8,637,583,596
McMinn County Schools,Mountain View Elementary,37331,-84.53015,35.325991,12.8,6.5,12.4,1,31,86.8,K8,2,0.5,4,591,547,562
Robertson County Schools,White House Heritage Elementary School,37188,-86.66941,36.467624,9.5,3.6,5.1,2,35,86.8,K8,2.7,3.6,4,599,611,590
Shelby County Schools,Kate Bond Elementary School,38133,-89.80518,35.208709,6.3,7,5.7,2,63,86.8,K8,3,3.7,3.2,860,833,831
Shelby County Schools,Kingsbury Elementary,38108,-89.96028,35.174165,24.2,14.8,9.1,2,49,86.8,K8,3.3,4,1.1,571,523,574
Sumner County Schools,George A Whitten Elementary,37075,-86.61173,36.311047,9.4,6.7,10.6,1,31,86.8,K8,2.5,3.3,3.8,422,400,405
Lebanon Special School District,Walter J. Baird Middle School,37087,-86.29271,36.240331,6.4,9.1,10.9,3,34,86.8,K8,3.5,2.9,3.6,630,575,549
Scott County Schools,Scott High School,37756,-84.42137,36.351978,13.2,12.7,11.7,3,54,86.9,HS,1,0.2,3,911,847,823
Blount County Schools,Walland Elementary School,37886,-83.81988,35.734481,12.6,7.6,6.6,1,18,87,K8,2,2,2.7,320,298,303
Elizabethton City Schools,Elizabethton High School,37643,-82.18843,36.355251,16.9,17,16.9,3,62,87,HS,2.3,0.1,2.4,872,841,849
Knox County Schools,Farragut High School,37922,-84.12608,35.875925,7.3,6.4,6.7,6,111,87,HS,3.3,3.2,4,1990,1975,1848
Knox County Schools,Mt Olive Elementary,37920,-83.89042,35.923517,11.4,12.9,16.8,2,21,87,K8,2.6,3.3,3.9,252,248,269
Lake County School System,Margaret Newton Elementary,38079,-89.50472,36.513386,31.3,20.9,21,1,21,87,K8,1.9,3.3,2.5,162,205,212
Monroe County Schools,Sweetwater High School,37874,-84.46613,35.598659,21.2,15.6,15.3,4,40,87,HS,1.1,0.4,2.3,671,628,650
Roane County Schools,Roane County High School,37763,-84.50562,35.839274,8.7,8,7.6,3,43,87,HS,2.4,1.1,3.9,726,698,730
Shelby County Schools,Rozelle Elementary,38114,-89.98543,35.101525,6.1,6,8.5,1,20,87,K8,1.8,0,4,243,239,238
Washington County Schools,Fall Branch Elementary,37659,-82.49704,36.293805,11.4,12,8.2,1,19,87,K8,2,1.6,2,277,213,221
Campbell County Schools,Valley View Elementary,37766,-84.08164,36.388766,18.4,16.4,17.8,1,26,87.1,K8,2,2.8,2.6,447,398,388
Jackson County Schools,Jackson County High School,38562,-85.65757,36.351803,19,14.1,15.9,2,27,87.1,HS,2.8,0,3,455,444,432
Marshall County Schools,Cornersville School,37047,-86.8406,35.330683,21.3,15.2,16.3,2,28,87.1,HS,2,1.9,3.2,463,445,441
Stewart County Schools,Stewart County Middle School,37058,-87.85877,36.477136,8.7,7,7,2,26,87.1,K8,2.2,1.9,3.4,533,514,496
Clinton City School District,Clinton Elementary,37716,-84.14656,36.099283,6,7.3,6.6,2,33,87.2,K8,3.6,2.9,3,598,521,545
Cumberland County Schools,Glenn Martin Elementary,38555,-85.05926,35.929314,14.2,10.5,9.6,2,47,87.2,K8,3,3.6,2,751,652,658
Dyer County Schools,Newbern Elementary School,38059,-89.25419,36.114872,15.6,9.2,7.4,2,38,87.2,K8,2.6,2,2.3,585,565,580
Lenoir City Schools,Lenoir City Elementary,37771,-84.29301,35.815524,7.9,5.5,5.9,2,38,87.2,K8,4,4,3.8,496,439,443
Dickson County School District,Creek Wood High School,37036,-87.29179,36.225389,12.9,4.1,35.1,4,57,87.3,HS,2.9,2.7,4,976,955,970
Blount County Schools,William Blount High School,37801,-84.05015,35.709071,14.7,9,10.4,6,105,87.4,HS,3,0.9,4,1764,1667,1786
Cocke County School System,Cocke Co High School,37821,-83.20116,35.963276,28.6,30.1,23.6,5,82,87.4,HS,2.1,0.3,0.8,1241,1210,1167
Sumner County Schools,Gallatin Senior High School,37066,-86.4548,36.388997,15.5,14.2,16.4,5,101,87.4,HS,2.1,3.5,4,1836,1628,1594
Cocke County School System,Bridgeport Elementary,37821,-83.20116,35.963276,6.6,10.3,7.7,1,20,87.5,K8,2.6,2,2.4,383,317,331
Metro Nashville Public Schools,Middle College High,37209,-86.8559,36.151324,16.2,16.1,26.1,1,6,87.5,HS,4,2.8,4,209,129,99
Metro Nashville Public Schools,The Cohn Learning Center,37209,-86.8559,36.151324,81.8,87.2,76.7,1,11,87.5,HS,0.8,0.3,1.4,122,78,72
Trenton Special School District,Peabody High School,38382,-88.95035,35.973431,8.6,9.1,11.1,2,26,87.5,HS,1.6,0.5,4,395,390,391
Hamblen County Schools,West View Middle School,37813,-83.27474,36.186008,11.6,8.4,0.7,2,36,87.5,K8,2.4,0.8,2.9,653,610,590
Hamblen County Schools,Whitesburg Elementary,37891,-83.13987,36.277627,5.2,2.6,0,1,14,87.5,K8,3.6,2,4,209,194,200
Hardeman County Schools,Hornsby Elementary,38044,-88.80988,35.211663,5.2,3,2.9,1,12,87.5,K8,3,1.4,4,177,173,172
Lincoln County Department of Education,Highland Rim School,37334,-86.57433,35.136177,12.1,9.9,9.4,3,45,87.5,K8,2.6,0.7,2.8,801,746,702
Loudon County Schools,Steekee Elementary,37774,-84.33069,35.725969,12.1,8,5.9,2,18,87.5,K8,3,2,2.6,208,223,222
Monroe County Schools,Vonore Middle School,37885,-84.1933,35.543355,13.7,9.9,17.2,2,19,87.5,K8,2,3.5,4,349,312,336
Sullivan County Schools,Holston Valley Middle School,37620,-82.16869,36.561341,13.1,10.6,14.9,1,12,87.5,K8,1.6,0.4,4,178,180,196
Bristol City Schools,Haynesfield Elementary,37620,-82.16869,36.561341,8.5,5,4.9,2,28,87.5,K8,4,2.6,4,476,460,425
Sumner County Schools,Westmoreland High School,37186,-86.23954,36.579247,17.7,14.3,14.1,2,41,87.5,HS,3,3.2,2.4,499,488,510
Tipton County Schools,Brighton Middle School,38011,-89.72344,35.474694,8.6,8.4,9.1,4,50,87.5,K8,3.3,1.9,2.9,954,948,952
Wilson County School District,Carroll Oakland Elementary,37087,-86.29271,36.240331,6.4,6.6,8.8,2,48,87.5,K8,1.6,3.8,3.9,738,682,677
Sumner County Schools,Beech Sr High School,37075,-86.61173,36.311047,14.9,13.1,12.3,5,88,87.6,HS,2.7,0.4,3.1,1590,1386,1244
Maryville City Schools,Montgomery Ridge Intermediate School,37803,-83.98412,35.693358,6.1,5.2,5.1,3,48,87.7,K8,3.7,2.7,3.6,909,806,824
Jackson-Madison County Schools,Northeast Middle School,38305,-88.80653,35.693101,14,10.6,12.1,4,56,87.7,K8,1.7,2,3.7,1041,891,890
Tipton County Schools,Brighton Elementary,38011,-89.72344,35.474694,7,5.9,6.1,3,52,87.7,K8,3.6,3,3.7,758,738,739
Manchester City Schools,Westwood Elementary,37355,-86.08414,35.500068,6.6,6.5,8.6,2,41,87.8,K8,3.9,2.1,4,570,521,492
Hamilton County Schools,Soddy Elementary,37379,-85.16227,35.269694,7.6,8.9,12.2,3,36,87.8,K8,3.6,3.4,4,491,473,485
Knox County Schools,Karns Elementary,37931,-84.1182,35.976063,12.4,10.1,10.9,4,86,87.8,K8,1.5,0.6,3,1332,1204,1200
Robertson County Schools,East Robertson Elementary,37049,-86.67907,36.548569,13.4,7.1,7.6,2,37,87.8,K8,2.9,1.3,2.9,530,524,529
Rutherford County Schools,Rock Springs Elementary,37086,-86.56268,36.01333,8.8,6.4,5.7,1,70,87.8,K8,3.7,2.4,3,1170,982,1011
Lebanon Special School District,Coles Ferry Elementary,37087,-86.29271,36.240331,6.3,6.9,7.6,2,45,87.8,K8,2.6,3.5,3.2,724,657,622
Oak Ridge City Schools,Woodland Elementary,37830,-84.27044,35.992691,9.4,5.3,6.7,2,23,87.9,K8,3.8,3.9,3.8,453,421,423
Carter County Schools,Unaka High School,37643,-82.18843,36.355251,17.1,24.1,26.2,3,29,87.9,HS,3.2,3.8,3.4,378,332,316
Lawrence County Schools,Lawrenceburg Public,38464,-87.37522,35.259613,8.1,5.3,2.8,2,30,87.9,K8,3.6,2.8,3.6,503,472,431
Clarksville-Montgomery County School System,Rossview High,37043,-87.2572,36.506407,11.3,8.8,10.7,5,89,87.9,HS,3.6,3.1,4,1963,1791,1700
Robertson County Schools,Coopertown Elementary,37172,-86.86892,36.513979,9.1,14.3,12,2,27,87.9,K8,1.6,0.7,2.4,341,334,331
Rutherford County Schools,Riverdale High School,37128,-86.4455,35.813319,9.7,13.9,19,5,127,87.9,HS,1.9,0.2,3.9,1968,2102,2078
Collierville Municipal School District,Collierville Elementary School,38017,-89.67417,35.057224,5.1,5.9,8.4,3,64,87.9,K8,3.5,3.7,3.7,870,839,822
Warren County School District,Eastside Elementary,38581,-85.63943,35.751554,9,8.3,7.6,1,32,87.9,K8,1.8,0.7,3.1,417,388,384
Henry County School System,Henry Co High School,38242,-88.32891,36.300311,10.1,10.3,10.6,3,64,88,HS,2.6,1.5,3,1026,973,1005
Fayetteville City Schools,Ralph Askins School,37334,-86.57433,35.136177,15.1,15.3,13.7,3,41,88,K8,0.8,3.6,2.3,594,519,564
Overton County Schools,Allons Elementary,38541,-85.36148,36.525275,14.2,12.3,11.7,2,21,88,K8,2,1.8,2,309,327,331
Germantown Municipal School District,Houston High School,38139,-89.7615,35.087468,6.5,5.2,9.9,7,107,88,HS,3.3,3.4,3.7,1966,1906,1890
Tipton County Schools,Brighton High School,38011,-89.72344,35.474694,11.4,6.5,15,5,76,88,HS,2.6,1.9,4,1271,1241,1314
Union County Schools,H Maynard Middle School,37807,-83.82558,36.251265,17,12.2,15.3,2,43,88,K8,2,2.3,4,699,661,670
Milan Special School District,Milan Elementary,38358,-88.76628,35.916722,8.4,6.3,7.5,2,57,88.1,K8,2.4,1.9,4,787,688,681
Knox County Schools,Carter Elementary,37871,-83.67934,36.04051,16.9,13.3,16.2,2,39,88.1,K8,2.6,1.7,3.9,623,541,566
Collierville Municipal School District,Crosswind Elementary School,38017,-89.67417,35.057224,5,4.3,6.4,3,55,88.1,K8,3.8,3.2,3.9,810,784,775
Sumner County Schools,Station Camp Elementary,37066,-86.4548,36.388997,6.1,2.6,2.8,3,62,88.1,K8,3.8,2.1,3.7,1012,1032,981
Tipton County Schools,Atoka Elementary School,38004,-89.80806,35.422035,5.5,4.1,2.7,3,55,88.1,K8,3.7,3.6,3.7,903,879,875
Tipton County Schools,Crestview Elementary,38019,-89.64201,35.560622,11.7,8.3,7.3,3,57,88.1,K8,1.9,1.6,3,868,821,889
Johnson City Schools,Fairmont Elementary,37601,-82.3386,36.331006,6.8,5.7,6.6,2,37,88.1,K8,3.9,0.6,3.7,531,506,474
Clinton City School District,North Clinton Elementary,37716,-84.14656,36.099283,15.1,18.3,14.4,1,13,88.2,K8,2,2,2.4,191,144,132
Blount County Schools,Friendsville Elementary,37777,-84.01196,35.835374,9.5,4.9,2.8,1,14,88.2,K8,3,3.6,2.8,259,224,215
Carter County Schools,Hampton High School,37658,-82.17558,36.269157,16.6,46.3,51,4,28,88.2,HS,1,0.6,3.4,435,414,401
Metro Nashville Public Schools,Haywood Elementary,37211,-86.72584,36.079259,8.3,7.7,8.6,2,42,88.2,K8,1,2,3.2,719,621,645
Hamilton County Schools,Big Ridge Elementary,37343,-85.21158,35.167987,6.7,6.7,5.3,2,34,88.2,K8,4,3.3,3,516,514,491
Hardeman County Schools,Grand Junction Elementary,38039,-89.18599,35.057728,6.1,8.3,16.2,1,13,88.2,K8,2.2,3.4,4,140,122,134
Robertson County Schools,Jo Byrns Elementary School,37032,-87.02542,36.522355,9.2,8.7,9.9,2,30,88.2,K8,1.8,3.7,3.6,397,397,389
Smith County School District,Gordonsville High School,38563,-85.9832,36.182334,7.6,7.8,9.2,3,31,88.2,HS,2.6,3.1,4,507,465,477
Wayne County Schools,Frank Hughes School,38425,-87.97188,35.401188,15.8,14.7,20.6,1,31,88.2,HS,1,1.8,4,311,302,342
