district_name,index,school_name,zipcode,longitude,latitude,students_enrolled,number_of_teachers,percent_ca,percent_retained,pool,score_achievement
Anderson County Schools,0,Anderson County High School,37716,-84.14656,36.099283,1075.0,53,15.1,91.0,HS,2.6
Anderson County Schools,1,Andersonville Elementary,37705,-84.01131,36.217896,304.0,24,8.6,58.1,K8,4.0
Anderson County Schools,2,Briceville Elementary,37710,-84.28968,36.15231,117.0,11,9.4,60.0,K8,2.0
Anderson County Schools,3,Claxton Elementary,37849,-84.04192,36.044507,443.0,35,14.4,63.0,K8,2.0
Anderson County Schools,4,Clinton Middle School,37716,-84.14656,36.099283,664.0,41,20.8,77.6,K8,1.7
Anderson County Schools,5,Clinton High School,37716,-84.14656,36.099283,1120.0,68,17.8,88.3,HS,2.9
Anderson County Schools,6,Dutch Valley Elementary,37716,-84.14656,36.099283,101.0,8,11.9,75.0,K8,2.0
Anderson County Schools,7,Fairview Elementary,37754,-84.03142,36.138832,291.0,22,4.6,93.9,K8,3.8
Anderson County Schools,71,Grand Oaks Elementary,37716,-84.14656,36.099283,258.0,20,10.9,56.7,K8,3.6
Anderson County Schools,72,Lake City Elementary,37769,-84.14984,36.221786,419.0,34,14.1,81.1,K8,2.8
Anderson County Schools,73,Lake City Middle School,37769,-84.14984,36.221786,292.0,22,16.4,85.7,K8,1.8
Anderson County Schools,74,Norris Elementary,37828,-84.07017,36.190257,220.0,20,2.8,72.2,K8,4.0
Anderson County Schools,75,Norris Middle School,37828,-84.07017,36.190257,486.0,29,10.5,63.9,K8,2.6
Anderson County Schools,76,Norwood Elementary,37840,-84.36685,36.045663,230.0,18,9.2,73.1,K8,2.0
Anderson County Schools,84,Norwood Middle School,37840,-84.36685,36.045663,183.0,16,14.0,65.0,K8,2.8
Clinton City School District,85,Clinton Elementary,37716,-84.14656,36.099283,521.0,33,7.3,87.2,K8,3.6
Clinton City School District,86,North Clinton Elementary,37716,-84.14656,36.099283,144.0,13,18.3,88.2,K8,2.0
Clinton City School District,87,South Clinton Elementary,37716,-84.14656,36.099283,252.0,21,6.2,91.7,K8,3.2
Oak Ridge City Schools,88,Glenwood Elementary,37830,-84.27044,35.992691,409.0,29,9.8,97.1,K8,3.4
Oak Ridge City Schools,96,Jefferson Middle School,37830,-84.27044,35.992691,719.0,49,10.1,86.4,K8,3.0
Oak Ridge City Schools,104,Linden Elementary,37830,-84.27044,35.992691,430.0,31,8.4,93.1,K8,3.0
Oak Ridge City Schools,112,Oak Ridge High School,37830,-84.27044,35.992691,1406.0,98,17.5,94.6,HS,2.7
Oak Ridge City Schools,113,Robertsville Middle School,37830,-84.27044,35.992691,750.0,53,14.3,76.7,K8,2.5
Oak Ridge City Schools,114,Willow Brook Elementary,37830,-84.27044,35.992691,361.0,29,8.6,89.7,K8,1.4
Oak Ridge City Schools,115,Woodland Elementary,37830,-84.27044,35.992691,421.0,33,5.3,87.9,K8,3.8
Bedford County Schools,142,Cascade Elementary,37183,-86.30889,35.508541,570.0,38,4.8,90.5,K8,3.6
Bedford County Schools,143,Cascade High School,37183,-86.30889,35.508541,481.0,32,17.1,84.8,HS,2.0
Bedford County Schools,144,Eakin Elementary,37160,-86.45974,35.47066,616.0,39,8.6,83.0,K8,1.3
Bedford County Schools,152,Cascade Middle School,37183,-86.30889,35.508541,411.0,19,11.1,86.4,K8,2.4
Bedford County Schools,153,Shelbyville Central High School,37160,-86.45974,35.47066,1506.0,79,16.9,76.7,HS,1.1
Bedford County Schools,154,Harris Middle School,37160,-86.45974,35.47066,1048.0,57,14.9,73.8,K8,1.1
Bedford County Schools,155,Community Elementary School,37180,-86.57353,35.621614,646.0,42,12.6,93.8,K8,2.2
Bedford County Schools,156,Community High School,37180,-86.57353,35.621614,534.0,32,16.9,93.9,HS,3.2
Bedford County Schools,157,Community Middle School,37180,-86.57353,35.621614,431.0,20,14.0,96.2,K8,2.0
Bedford County Schools,158,Learning Way Elementary,37160,-86.45974,35.47066,531.0,40,12.6,82.2,K8,1.3
Bedford County Schools,159,East Side Elementary,37160,-86.45974,35.47066,431.0,31,13.0,88.9,K8,2.0
Bedford County Schools,284,Liberty Elementary,37160,-86.45974,35.47066,748.0,46,12.7,76.8,K8,2.0
Bedford County Schools,311,South Side Elementary,37160,-86.45974,35.47066,373.0,26,11.5,96.0,K8,1.3
Bedford County Schools,338,Thomas Magnet Elementary School,37160,-86.45974,35.47066,349.0,25,4.0,83.9,K8,4.0
Benton School System,339,Big Sandy School,38221,-88.04885,36.254423,259.0,21,6.1,88.5,K8,1.2
Benton School System,340,Briarwood School,38320,-88.10137,36.050286,415.0,29,4.3,93.9,K8,2.5
Benton School System,341,Camden Central High School,38320,-88.10137,36.050286,637.0,37,13.4,90.9,HS,2.8
Benton School System,342,Camden Jr High School,38320,-88.10137,36.050286,375.0,25,6.4,96.8,K8,2.7
Benton School System,343,Holladay Elementary,38341,-88.09896,35.866499,120.0,12,12.7,92.9,K8,1.4
Bledsoe County Schools,344,Bledsoe County High School,37367,-85.17161,35.635097,515.0,33,19.3,92.3,HS,1.8
Bledsoe County Schools,345,Bledsoe County Middle School,37367,-85.17161,35.635097,404.0,24,11.1,100.0,K8,2.4
Bledsoe County Schools,346,Cecil B Rigsby Elementary,37367,-85.17161,35.635097,155.0,14,7.9,80.0,K8,1.0
Bledsoe County Schools,347,Mary V Wheeler Elementary,37367,-85.17161,35.635097,208.0,16,8.0,88.9,K8,4.0
Bledsoe County Schools,348,Pikeville Elementary,37367,-85.17161,35.635097,345.0,34,12.5,97.2,K8,2.8
Blount County Schools,349,Carpenters Elementary School,37803,-83.98412,35.693358,505.0,36,5.0,89.2,K8,4.0
Blount County Schools,350,Carpenters Middle School,37803,-83.98412,35.693358,632.0,38,4.6,93.0,K8,2.3
Blount County Schools,351,Eagleton Middle School,37804,-83.93591,35.781607,390.0,37,8.7,83.8,K8,2.0
Blount County Schools,352,Eagleton Elementary,37804,-83.93591,35.781607,448.0,34,8.8,77.5,K8,2.4
Blount County Schools,353,Friendsville Elementary,37777,-84.01196,35.835374,224.0,14,4.9,88.2,K8,3.0
Blount County Schools,354,Heritage Middle School,37804,-83.93591,35.781607,817.0,46,8.6,60.9,K8,1.5
Blount County Schools,362,Heritage High School,37804,-83.93591,35.781607,1396.0,95,8.9,90.3,HS,2.5
Blount County Schools,363,Lanier Elementary,37742,-84.1817,35.66806,313.0,25,12.6,89.3,K8,2.0
Blount County Schools,364,Union Grove Middle School,37737,-84.11925,35.760657,628.0,39,12.9,93.0,K8,2.1
Blount County Schools,365,Mary Blount Elementary,37801,-84.05015,35.709071,538.0,40,7.7,72.9,K8,3.2
Blount County Schools,366,Middlesettlements,37777,-84.01196,35.835374,328.0,26,5.8,89.3,K8,2.6
Blount County Schools,367,Montvale Elementary,37803,-83.98412,35.693358,325.0,22,7.4,83.3,K8,2.0
Blount County Schools,368,Porter Elementary,37804,-83.93591,35.781607,256.0,21,6.1,96.0,K8,3.0
Blount County Schools,369,Rockford Elementary,37853,-83.93452,35.834126,413.0,28,11.1,83.9,K8,2.6
Blount County Schools,370,Townsend Elementary,37882,-83.75801,35.680116,143.0,11,7.2,76.9,K8,2.0
Blount County Schools,371,Union Grove Elementary School,37737,-84.11925,35.760657,296.0,21,4.8,84.6,K8,3.0
Blount County Schools,372,Walland Elementary School,37886,-83.81988,35.734481,298.0,18,7.6,87.0,K8,2.0
Blount County Schools,373,William Blount High School,37801,-84.05015,35.709071,1667.0,105,9.0,87.4,HS,3.0
Blount County Schools,374,Prospect Elementary School,37865,-83.74476,35.853932,389.0,28,5.8,77.8,K8,4.0
Alcoa City Schools,382,Alcoa Middle School,37701,-83.97956,35.784708,489.0,28,3.7,93.9,K8,2.2
Alcoa City Schools,383,Alcoa High School,37701,-83.97956,35.784708,682.0,45,8.8,94.2,HS,3.6
Alcoa City Schools,384,Alcoa Intermediate School,37701,-83.97956,35.784708,435.0,26,3.0,100.0,K8,3.5
Maryville City Schools,385,John Sevier Elementary,37804,-83.93591,35.781607,551.0,46,5.8,83.0,K8,4.0
Maryville City Schools,386,Maryville High School,37803,-83.98412,35.693358,1225.0,78,1.3,91.1,HS,3.3
Maryville City Schools,387,Montgomery Ridge Intermediate School,37803,-83.98412,35.693358,806.0,48,5.2,87.7,K8,3.7
Maryville City Schools,388,Maryville Junior High School,37803,-83.98412,35.693358,826.0,54,2.7,85.5,K8,3.5
Maryville City Schools,389,Sam Houston Elementary,37803,-83.98412,35.693358,495.0,36,5.0,83.3,K8,4.0
Maryville City Schools,397,Foothills Elementary,37803,-83.98412,35.693358,558.0,37,8.1,95.0,K8,4.0
Maryville City Schools,398,Coulter Grove Intermediate School,37804,-83.93591,35.781607,828.0,51,4.7,91.7,K8,3.9
Bradley County Schools,399,Black Fox Elementary School,37311,-84.88723,35.146362,518.0,32,9.4,80.0,K8,2.6
Bradley County Schools,400,Ocoee Middle School,37311,-84.88723,35.146362,1182.0,72,9.7,81.5,K8,1.9
Bradley County Schools,401,Bradley Central High School,37311,-84.88723,35.146362,1716.0,104,19.3,88.7,HS,1.0
Bradley County Schools,402,Charleston Elementary School,37310,-84.76927,35.275808,302.0,22,12.1,91.7,K8,2.6
Bradley County Schools,403,Hopewell Elementary School,37312,-84.86489,35.219532,421.0,31,10.1,77.4,K8,2.6
Bradley County Schools,404,Michigan Avenue Elementary School,37323,-84.82836,35.114482,465.0,29,6.3,93.5,K8,3.6
Bradley County Schools,405,North Lee Elementary School,37312,-84.86489,35.219532,460.0,28,4.5,83.9,K8,3.8
Bradley County Schools,406,Oak Grove Elementary School,37323,-84.82836,35.114482,355.0,26,8.1,90.3,K8,3.2
Bradley County Schools,407,Taylor Elementary School,37323,-84.82836,35.114482,207.0,17,12.4,80.0,K8,2.0
Bradley County Schools,408,Lake Forest Middle School,37323,-84.82836,35.114482,1113.0,71,13.5,91.1,K8,1.9
Bradley County Schools,409,Valley View Elementary School,37323,-84.82836,35.114482,273.0,18,14.2,82.6,K8,2.2
Bradley County Schools,410,Walker Valley High School,37312,-84.86489,35.219532,1515.0,93,7.7,85.4,HS,2.3
Bradley County Schools,411,Waterville Community Elementary School,37323,-84.82836,35.114482,627.0,41,7.7,82.2,K8,2.0
Bradley County Schools,412,Park View Elementary School,37323,-84.82836,35.114482,402.0,31,9.1,91.4,K8,2.6
Cleveland City Schools,413,Arnold Memorial Elementary,37311,-84.88723,35.146362,361.0,29,6.9,96.9,K8,2.8
Cleveland City Schools,414,Blythe-Bower Elementary,37311,-84.88723,35.146362,539.0,47,15.0,86.0,K8,1.4
Cleveland City Schools,415,Cleveland Middle,37312,-84.86489,35.219532,1372.0,84,12.4,86.2,K8,1.8
Cleveland City Schools,416,Cleveland High,37312,-84.86489,35.219532,1703.0,95,14.8,83.0,HS,2.2
Cleveland City Schools,417,E.L. Ross Elementary,37312,-84.86489,35.219532,366.0,24,8.2,80.6,K8,2.3
Cleveland City Schools,418,G.R. Stuart Elementary,37311,-84.88723,35.146362,355.0,30,7.6,81.1,K8,2.8
Cleveland City Schools,419,Mayfield Elementary,37311,-84.88723,35.146362,513.0,38,7.0,92.9,K8,2.2
Campbell County Schools,420,Campbell County Comprehensive High School,37757,-84.17277,36.326509,1313.0,71,22.5,83.5,HS,2.0
Campbell County Schools,421,Caryville Elementary,37714,-84.22104,36.290972,468.0,31,6.7,85.0,K8,1.4
Campbell County Schools,422,Elk Valley Elementary,37847,-84.27781,36.432891,122.0,12,10.8,91.7,K8,1.6
Campbell County Schools,423,Jacksboro Elementary,37757,-84.17277,36.326509,508.0,34,11.3,82.1,K8,2.6
Campbell County Schools,424,Jacksboro Middle School,37757,-84.17277,36.326509,523.0,27,13.3,78.8,K8,2.6
Campbell County Schools,425,Jellico Elementary,37762,-84.13698,36.578257,243.0,21,23.9,80.8,K8,2.6
Campbell County Schools,426,Jellico High School,37762,-84.13698,36.578257,304.0,27,23.1,81.5,HS,2.0
Campbell County Schools,427,LaFollette Elementary School,37766,-84.08164,36.388766,553.0,41,15.9,75.5,K8,1.0
Campbell County Schools,428,Lafollette Middle School,37766,-84.08164,36.388766,472.0,31,20.0,82.9,K8,1.0
Campbell County Schools,429,Valley View Elementary,37766,-84.08164,36.388766,398.0,26,16.4,87.1,K8,2.0
Campbell County Schools,430,White Oak Elementary,37729,-84.02712,36.510252,132.0,12,10.2,76.9,K8,2.4
Campbell County Schools,431,Wynn Habersham Elementary,37729,-84.02712,36.510252,151.0,12,12.8,80.0,K8,3.0
Cannon County School District,432,Auburn Elementary,37016,-86.09259,35.951494,125.0,11,0.0,91.7,K8,2.0
Cannon County School District,433,Cannon County High School,37190,-86.05538,35.813335,572.0,40,10.6,88.6,HS,1.4
Cannon County School District,434,Short Mountain Elementary,37190,-86.05538,35.813335,129.0,11,1.5,76.9,K8,2.4
Cannon County School District,435,West Side Elementary,37149,-86.19391,35.800108,218.0,24,0.9,82.8,K8,0.0
Cannon County School District,443,Woodbury Grammar,37190,-86.05538,35.813335,375.0,30,1.6,93.8,K8,1.8
Hollow Rock-Bruceton Special School District,444,Central Elementary,38317,-88.25144,36.038551,306.0,24,4.3,84.6,K8,2.6
Hollow Rock-Bruceton Special School District,508,Central High School,38317,-88.25144,36.038551,334.0,64,8.8,82.8,HS,2.4
Huntingdon Special School District,724,Huntingdon Middle School,38344,-88.41385,35.995802,527.0,32,4.7,76.3,K8,2.3
Huntingdon Special School District,725,Huntingdon High School,38344,-88.41385,35.995802,366.0,29,1.7,93.3,HS,2.0
Huntingdon Special School District,726,Huntingdon Primary,38344,-88.41385,35.995802,387.0,32,9.2,83.8,K8,2.2
McKenzie Special School District,727,McKenzie Elementary,38201,-88.52246,36.133065,492.0,38,6.8,81.0,K8,2.8
McKenzie Special School District,728,McKenzie High School,38201,-88.52246,36.133065,381.0,26,0.0,93.3,HS,2.9
McKenzie Special School District,729,McKenzie Middle School,38201,-88.52246,36.133065,373.0,26,1.4,83.3,K8,2.7
South Carroll County Special School District,730,Clarksburg School,38324,-88.39343,35.867454,333.0,25,4.2,73.1,K8,2.6
West Carroll Special School District,731,West Carroll Junior/Senior High School,38220,-88.66966,35.98269,443.0,35,8.1,73.0,HS,2.0
West Carroll Special School District,732,West Carroll Elementary School,38258,-88.61825,36.016599,242.0,17,7.0,52.4,K8,1.9
Carter County Schools,733,Cloudland Elementary School,37687,-82.0975,36.192236,274.0,23,20.8,96.6,K8,3.2
Carter County Schools,734,Cloudland High School,37687,-82.0975,36.192236,303.0,28,18.9,93.3,HS,3.0
Carter County Schools,735,Hampton Elementary,37658,-82.17558,36.269157,591.0,41,20.2,91.7,K8,2.0
Carter County Schools,736,Hampton High School,37658,-82.17558,36.269157,414.0,28,46.3,88.2,HS,1.0
Carter County Schools,737,Happy Valley Elementary,37601,-82.3386,36.331006,472.0,37,17.7,90.7,K8,4.0
Carter County Schools,738,Happy Valley High School,37643,-82.18843,36.355251,509.0,33,38.4,85.4,HS,2.6
Carter County Schools,739,Happy Valley Middle School,37643,-82.18843,36.355251,404.0,28,22.6,96.8,K8,2.7
Carter County Schools,740,Hunter Elementary,37643,-82.18843,36.355251,462.0,36,12.6,95.0,K8,1.8
Carter County Schools,741,Keenburg Elementary,37643,-82.18843,36.355251,292.0,26,18.1,93.8,K8,2.6
Carter County Schools,742,Little Milligan,37640,-81.97775,36.335618,144.0,11,12.8,91.7,K8,2.0
Carter County Schools,743,Unaka Elementary,37643,-82.18843,36.355251,230.0,22,15.2,92.9,K8,2.0
Carter County Schools,744,Unaka High School,37643,-82.18843,36.355251,332.0,29,24.1,87.9,HS,3.2
Carter County Schools,745,Valley Forge Elementary,37643,-82.18843,36.355251,213.0,22,21.0,92.3,K8,3.0
Elizabethton City Schools,746,Elizabethton High School,37643,-82.18843,36.355251,841.0,62,17.0,87.0,HS,2.3
Elizabethton City Schools,747,Harold McCormick Elementary,37643,-82.18843,36.355251,338.0,27,14.1,97.0,K8,2.8
Elizabethton City Schools,748,T A Dugger Junior High School,37643,-82.18843,36.355251,607.0,40,9.5,91.5,K8,3.2
Cheatham County School District,749,Ashland City Elementary,37015,-87.06949,36.299293,413.0,33,13.4,78.4,K8,1.6
Cheatham County School District,750,Cheatham Co Central,37015,-87.06949,36.299293,625.0,37,31.3,84.1,HS,2.0
Cheatham County School District,751,Cheatham Middle School,37015,-87.06949,36.299293,622.0,41,10.0,80.0,K8,2.3
Cheatham County School District,752,East Cheatham Elementary,37015,-87.06949,36.299293,348.0,30,12.4,82.1,K8,2.0
Cheatham County School District,753,Harpeth Middle School,37082,-87.1106,36.084917,535.0,35,5.8,92.7,K8,2.7
Cheatham County School District,754,Harpeth High School,37082,-87.1106,36.084917,536.0,32,23.6,82.1,HS,2.2
Cheatham County School District,755,Kingston Springs Elementary,37082,-87.1106,36.084917,337.0,25,3.9,90.3,K8,4.0
Cheatham County School District,756,Pegram Elementary Fine Arts Magnet School,37143,-87.04467,36.121471,185.0,17,4.9,84.6,K8,3.0
Cheatham County School District,757,Pleasant View Elementary,37146,-87.0285,36.393153,433.0,28,8.2,84.6,K8,4.0
Cheatham County School District,758,Sycamore Middle School,37146,-87.0285,36.393153,781.0,48,12.0,88.5,K8,2.5
Cheatham County School District,759,Sycamore High School,37146,-87.0285,36.393153,709.0,46,19.2,74.1,HS,3.0
Cheatham County School District,760,West Cheatham Elementary,37035,-87.13175,36.388731,344.0,27,12.5,85.3,K8,2.6
Chester County School System,761,Chester County Middle School,38340,-88.66118,35.414454,412.0,25,8.9,86.7,K8,3.9
Chester County School System,762,Chester County High School,38340,-88.66118,35.414454,862.0,57,19.9,83.3,HS,2.8
Chester County School System,763,Chester County Junior High School,38340,-88.66118,35.414454,618.0,38,14.2,86.0,K8,2.9
Chester County School System,764,East Chester Elementary School,38340,-88.66118,35.414454,440.0,36,7.7,94.9,K8,4.0
Chester County School System,765,W Chester Elementary School,38340,-88.66118,35.414454,265.0,18,9.3,83.3,K8,4.0
Claiborne County Schools,766,Clairfield Elementary,37715,-83.94202,36.567165,78.0,7,18.2,80.0,K8,1.0
Claiborne County Schools,767,Ellen Myers Primary,37752,-83.61278,36.581713,266.0,17,11.0,81.8,K8,1.0
Claiborne County Schools,768,Forge Ridge School,37752,-83.61278,36.581713,210.0,17,15.5,83.3,K8,1.0
Claiborne County Schools,769,H. Y. Livesay Middle School,37752,-83.61278,36.581713,262.0,13,11.7,84.2,K8,4.0
Claiborne County Schools,770,Midway Elementary,37825,-83.65241,36.417235,337.0,22,14.7,77.8,K8,2.4
Claiborne County Schools,778,Cumberland Gap High School,37724,-83.67499,36.566416,533.0,38,26.5,95.5,HS,2.6
Claiborne County Schools,779,Powell Valley Elementary,37870,-83.8546,36.45491,316.0,22,16.9,86.2,K8,2.0
Claiborne County Schools,780,Soldiers Memorial Middle School,37879,-83.52357,36.465808,481.0,31,14.5,84.6,K8,2.2
Claiborne County Schools,781,Claiborne High School,37825,-83.65241,36.417235,742.0,55,22.5,85.9,HS,2.6
Claiborne County Schools,782,Springdale Elementary,37879,-83.52357,36.465808,313.0,23,12.9,80.0,K8,4.0
Claiborne County Schools,790,Tazewell-New Tazewell Elementary,37825,-83.65241,36.417235,465.0,32,20.0,90.0,K8,1.6
Clay County Schools,791,Celina K-8,38551,-85.48904,36.547412,567.0,37,3.4,85.7,K8,1.2
Clay County Schools,792,Clay County High School,38551,-85.48904,36.547412,317.0,19,15.3,80.0,HS,2.8
Clay County Schools,793,Hermitage Springs Elementary School,37150,-85.81114,36.543183,199.0,15,5.1,78.9,K8,2.6
Cocke County School System,794,Bridgeport Elementary,37821,-83.20116,35.963276,317.0,20,10.3,87.5,K8,2.6
Cocke County School System,795,Centerview Elementary,37821,-83.20116,35.963276,248.0,18,16.7,80.0,K8,2.0
Cocke County School System,796,Cocke Co High School,37821,-83.20116,35.963276,1210.0,82,30.1,87.4,HS,2.1
Cocke County School System,797,Cosby Elementary,37722,-83.24441,35.820011,460.0,33,14.7,85.4,K8,2.4
Cocke County School System,798,Cosby High School,37722,-83.24441,35.820011,368.0,31,31.6,78.4,HS,1.4
Cocke County School System,799,Del Rio Elementary,37727,-83.01575,35.900308,146.0,10,19.9,100.0,K8,2.0
Cocke County School System,800,Edgemont Elementary,37821,-83.20116,35.963276,544.0,37,19.2,86.0,K8,1.1
Cocke County School System,801,Grassy Fork Elementary,37753,-83.10835,35.822918,121.0,10,8.4,100.0,K8,4.0
Cocke County School System,802,Northwest Elementary,37821,-83.20116,35.963276,398.0,32,27.2,85.7,K8,0.1
Cocke County School System,803,Parrottsville Elementary,37843,-83.05351,36.013728,462.0,31,16.7,91.9,K8,1.6
Cocke County School System,804,Smoky Mountain Elementary,37722,-83.24441,35.820011,136.0,12,13.5,86.7,K8,2.6
Newport City School,805,Newport Grammar School,37821,-83.20116,35.963276,675.0,52,12.2,93.8,K8,2.6
Coffee County Schools,806,Coffee County Central High School,37355,-86.08414,35.500068,1252.0,82,14.1,83.7,HS,1.7
Coffee County Schools,807,Coffee County Middle School,37355,-86.08414,35.500068,967.0,61,12.2,89.9,K8,1.6
Coffee County Schools,808,East Coffee Elementary,37355,-86.08414,35.500068,234.0,20,5.5,79.2,K8,3.2
Coffee County Schools,809,Hickerson Elementary,37388,-86.21484,35.357522,187.0,17,7.3,90.9,K8,2.6
Coffee County Schools,810,Hillsboro Elementary,37342,-85.96367,35.39156,368.0,30,7.9,91.7,K8,2.6
Coffee County Schools,811,New Union Elementary,37355,-86.08414,35.500068,325.0,23,6.9,92.9,K8,3.2
Coffee County Schools,812,North Coffee Elementary,37355,-86.08414,35.500068,276.0,23,5.7,96.6,K8,3.0
Coffee County Schools,813,Deerfield Elementary School,37355,-86.08414,35.500068,237.0,20,19.3,84.6,K8,3.0
Coffee County Schools,814,Coffee County Raider Academy,37355,-86.08414,35.500068,426.0,25,10.4,86.2,K8,2.3
Manchester City Schools,815,College Street Elementary,37355,-86.08414,35.500068,410.0,33,11.8,90.0,K8,2.4
Manchester City Schools,816,Westwood Elementary,37355,-86.08414,35.500068,521.0,41,6.5,87.8,K8,3.9
Manchester City Schools,817,Westwood Middle School,37355,-86.08414,35.500068,411.0,28,13.7,83.8,K8,1.9
Tullahoma City Schools,818,Bel Aire Elementary,37388,-86.21484,35.357522,367.0,26,15.0,85.2,K8,1.4
Tullahoma City Schools,819,East Middle School,37388,-86.21484,35.357522,432.0,25,13.7,90.0,K8,1.9
Tullahoma City Schools,820,East Lincoln Elementary,37388,-86.21484,35.357522,403.0,37,17.9,83.7,K8,1.0
Tullahoma City Schools,821,Jack T Farrar Elementary,37388,-86.21484,35.357522,323.0,21,11.9,77.8,K8,1.8
Tullahoma City Schools,822,Robert E Lee Elementary,37388,-86.21484,35.357522,442.0,30,8.2,85.3,K8,2.6
Tullahoma City Schools,823,Tullahoma High School,37388,-86.21484,35.357522,1035.0,71,20.4,83.5,HS,3.3
Tullahoma City Schools,824,West Middle School,37388,-86.21484,35.357522,445.0,29,15.4,84.4,K8,1.0
Crockett County Schools,825,Crockett County High School,38001,-89.14016,35.796157,869.0,57,6.1,88.9,HS,1.1
Crockett County Schools,826,Crockett County Middle School,38001,-89.14016,35.796157,625.0,38,6.9,95.3,K8,2.7
Crockett County Schools,827,Friendship Elementary,38034,-89.24555,35.908286,116.0,11,3.4,78.6,K8,2.0
Crockett County Schools,828,Gadsden Elementary,38337,-89.01731,35.794403,119.0,10,6.7,91.7,K8,2.0
Crockett County Schools,829,Maury City Elementary,38050,-89.22386,35.815535,220.0,18,3.2,84.2,K8,1.8
Alamo City School District,830,Alamo Elementary,38001,-89.14016,35.796157,573.0,44,6.6,78.7,K8,3.6
Bells City School District,831,Bells Elementary,38006,-89.08457,35.696656,369.0,30,5.5,93.8,K8,3.8
Cumberland County Schools,832,Frank P. Brown Elementary,38572,-85.0902,35.861811,551.0,35,9.9,92.5,K8,2.8
Cumberland County Schools,833,Homestead Elementary School,38572,-85.0902,35.861811,698.0,43,5.5,73.6,K8,2.8
Cumberland County Schools,834,Crab Orchard Elementary,37723,-84.86226,35.933213,439.0,31,9.9,97.0,K8,2.2
Cumberland County Schools,835,Cumberland County High School,38555,-85.05926,35.929314,1004.0,60,15.1,88.4,HS,2.6
Cumberland County Schools,836,Glenn Martin Elementary,38555,-85.05926,35.929314,652.0,47,10.5,87.2,K8,3.0
Cumberland County Schools,837,North Cumberland Elementary,38571,-85.094842,36.04347,639.0,39,9.7,90.5,K8,1.8
Cumberland County Schools,838,Pine View Elementary,37854,-84.70042,35.861763,150.0,12,12.1,58.8,K8,3.0
Cumberland County Schools,839,Pleasant Hill Elementary,38578,-85.162272,36.007405,611.0,43,12.3,80.5,K8,2.0
Cumberland County Schools,840,South Cumberland Elementary,38572,-85.0902,35.861811,585.0,37,5.2,93.0,K8,3.4
Cumberland County Schools,841,Stone Elementary,38555,-85.05926,35.929314,728.0,43,10.3,84.8,K8,2.5
Cumberland County Schools,842,Stone Memorial High School,38571,-85.094842,36.04347,1008.0,60,15.7,76.4,HS,2.9
Cumberland County Schools,843,The Phoenix School,38555,-85.05926,35.929314,79.0,17,57.1,76.5,HS,2.0
Metro Nashville Public Schools,844,A. Z. Kelley Elementary,37013,-86.64782,36.055115,795.0,62,6.6,77.4,K8,1.9
Metro Nashville Public Schools,845,Alex Green Elementary,37189,-86.82052,36.27062,224.0,22,18.0,53.3,K8,1.8
Metro Nashville Public Schools,846,Amqui Elementary,37115,-86.70566,36.264069,432.0,36,12.2,64.8,K8,2.1
Metro Nashville Public Schools,847,Andrew Jackson Elementary,37138,-86.62308,36.243698,479.0,38,5.7,90.2,K8,2.6
Metro Nashville Public Schools,848,Antioch High School,37013,-86.64782,36.055115,1934.0,119,27.1,64.1,HS,1.0
Metro Nashville Public Schools,849,Antioch Middle,37013,-86.64782,36.055115,767.0,51,10.4,69.1,K8,1.0
Metro Nashville Public Schools,850,Apollo Middle,37013,-86.64782,36.055115,838.0,56,14.3,50.0,K8,0.2
Metro Nashville Public Schools,851,Moses McKissack Middle,37209,-86.8559,36.151324,308.0,25,17.6,90.3,K8,1.1
Metro Nashville Public Schools,852,Bellevue Middle,37221,-86.94674,36.065032,680.0,41,13.5,77.8,K8,1.9
Metro Nashville Public Schools,860,Bellshire Elementary,37207,-86.77317,36.215535,306.0,26,24.6,47.4,K8,2.0
Metro Nashville Public Schools,861,Nashville Big Picture High School,37209,-86.8559,36.151324,129.0,15,16.7,57.9,K8,3.2
Metro Nashville Public Schools,862,Buena Vista Elementary,37208,-86.80252,36.174806,205.0,23,24.9,41.9,K8,2.0
Metro Nashville Public Schools,863,Cane Ridge High School,37013,-86.64782,36.055115,1727.0,101,24.0,76.5,HS,1.0
Metro Nashville Public Schools,864,Ida B. Wells Elementary,37207,-86.77317,36.215535,282.0,25,17.4,21.1,K8,1.2
Metro Nashville Public Schools,865,Cane Ridge Elementary,37013,-86.64782,36.055115,549.0,43,10.4,42.7,K8,3.1
Metro Nashville Public Schools,866,Chadwell Elementary,37115,-86.70566,36.264069,317.0,27,17.1,66.7,K8,1.8
Metro Nashville Public Schools,867,Charlotte Park Elementary,37209,-86.8559,36.151324,429.0,37,10.5,75.6,K8,2.1
Metro Nashville Public Schools,868,Cockrill Elementary,37209,-86.8559,36.151324,288.0,28,13.9,70.6,K8,1.2
Metro Nashville Public Schools,869,Cole Elementary,37013,-86.64782,36.055115,671.0,61,6.5,73.6,K8,1.8
Metro Nashville Public Schools,870,Hattie Cotton Elementary,37206,-86.74176,36.180806,241.0,22,18.6,40.6,K8,2.0
Metro Nashville Public Schools,871,Crieve Hall Elementary,37220,-86.77266,36.069659,476.0,38,4.8,89.7,K8,3.4
Metro Nashville Public Schools,872,Croft Middle,37211,-86.72584,36.079259,756.0,49,13.6,79.2,K8,1.2
